ProbeID,PrimaryAccession,RefSeqAccession,GenbankAccession,UniGeneID,EntrezGeneID,GeneSymbol,GeneName,EnsemblID,TIGRID,GO,Description,GenomicCoordinates,Cytoband
A_01_P009404,ENSMMUT00000012630.4,XM_015131841,JU341596,Mmu.31452,708205,ARHGEF26,Rho guanine nucleotide exchange factor 26,ENSMMUT00000012630.4,,,Rho guanine nucleotide exchange factor 26 [Source:VGNC Symbol;Acc:VGNC:69897] [ENSMMUT00000012630.4],chr2:133400263-133400204,
A_01_P013488,ENSMMUT00000077305.2,XM_015142551,JV636243,Mmu.28022,,,,ENSMMUT00000077305.2,,,CLN6 transmembrane ER protein [Source:VGNC Symbol;Acc:VGNC:82126] [ENSMMUT00000077305.2],chr7:46807377-46807318,
A_01_P015343,JV597323,,JV597323,Mmu.17220,,,,,,,TSA: Macaca mulatta Mamu_283141 mRNA sequence. [JV597323],,
A_01_P008517,ENSMMUT00000064813.2,XM_015152957,JU323018,Mmu.24816,720498,SIRT4,sirtuin 4,ENSMMUT00000064813.2,,,sirtuin 4 [Source:VGNC Symbol;Acc:VGNC:100105] [ENSMMUT00000064813.2],chrUr:422028-421969,
A_01_P001775,XM_015115667,XM_015115667,XM_015115667,,711488,TEX12,testis expressed 12,,,,"PREDICTED: Macaca mulatta testis expressed 12 (TEX12), transcript variant X3, mRNA [XM_015115667]",chr14:110637164-110637223,
A_01_P004696,XM_001104661,XM_015113550,XM_001104661,Mmu.26635,711083,ACY3,aminoacylase 3,,,,"PREDICTED: Macaca mulatta aspartoacylase (aminocyclase) 3 (ACY3), mRNA [XM_001104661]",chr14:6814480-6814539,
A_01_P012862,NM_001194400,NM_001194400,NM_001194400,Mmu.18738,716260,WDR83,WD repeat domain 83,ENSMMUT00000023696.4,,,"Macaca mulatta WD repeat domain 83 (WDR83), mRNA [NM_001194400]",chr19:12332717-12332776,
A_01_P008663,JV636215,XM_015146419,JV636215,Mmu.10923,713062,PFKFB3,"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3",,,,TSA: Macaca mulatta Mamu_455419 mRNA sequence. [JV636215],chr9:6518398-6518457,
A_01_P004928,ENSMMUT00000092049.1,XM_028838365,XM_028838365,,700343,PLEKHF1,pleckstrin homology and FYVE domain containing 1,ENSMMUT00000092049.1,,,pleckstrin homology and FYVE domain containing 1 [Source:VGNC Symbol;Acc:VGNC:76085] [ENSMMUT00000092049.1],chr19:36114755-36114814,
A_01_P008980,ENSMMUT00000047530.3,XM_015126940,JU495477,Mmu.23104,714870,ALDH4A1,aldehyde dehydrogenase 4 family member A1,ENSMMUT00000047530.3,,,aldehyde dehydrogenase 4 family member A1 [Source:VGNC Symbol;Acc:VGNC:69787] [ENSMMUT00000047530.3],chr1:21516773-21516714,
A_01_P009916,ENSMMUT00000088122.1,XM_015125904,JV043914,Mmu.4936,708406,ALDOA,"aldolase, fructose-bisphosphate A",ENSMMUT00000088122.1,,,"aldolase, fructose-bisphosphate A [Source:VGNC Symbol;Acc:VGNC:103785] [ENSMMUT00000088122.1]",chr20:28050746-28050805,
A_01_P006073,XR_091601,XM_028833778,XR_091601,Mmu.2134,715368,HBG2,"hemoglobin, gamma G",,,,"PREDICTED: Macaca mulatta hemoglobin subunit gamma-like (LOC715480), miscRNA [XR_091601]",chr14:68148354-68148413,
A_01_P000187,XM_001101156,XM_015142397,XM_001101156,Mmu.28040,,,,,,,"PREDICTED: Macaca mulatta C2 calcium-dependent domain containing 4A (C2CD4A), mRNA [XM_001101156]",chr7:40460609-40460668,
A_01_P006153,NM_001266087,NM_001266087,NM_001266087,Mmu.21398,716726,IDH3B,isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta,ENSMMUT00000089763.1,,,"Macaca mulatta isocitrate dehydrogenase (NAD(+)) 3 non-catalytic subunit beta (IDH3B), mRNA; nuclear gene for mitochondrial product [NM_001266087]",chr10:35969173-35969114,
A_01_P013446,JU496468,XM_028826711,JU496468,Mmu.35929,,,,,,,TSA: Macaca mulatta Mamu_383984 mRNA sequence. [JU496468],chr9:95883538-95883479,
A_01_P017671,ENSMMUT00000070192.2,XM_015134460,JU470773,Mmu.20590,719183,TSC22D4,TSC22 domain family member 4,ENSMMUT00000070192.2,,,TSC22 domain family member 4 [Source:VGNC Symbol;Acc:VGNC:81784] [ENSMMUT00000070192.2],chr3:47641074-47641044,
A_01_P009817,ENSMMUT00000005543.4,XM_028833051,XM_002799441,Mmu.29703,721137,TH,tyrosine hydroxylase,ENSMMUT00000005543.4,,,tyrosine hydroxylase [Source:VGNC Symbol;Acc:VGNC:78342] [ENSMMUT00000005543.4],chr14:2172929-2172870,
A_01_P016903,ENSMMUT00000094585.1,XM_028848896,XM_028848896,,698113,ADAM29,ADAM metallopeptidase domain 29,ENSMMUT00000094585.1,,,ADAM metallopeptidase domain 29 [Source:VGNC Symbol;Acc:VGNC:106537] [ENSMMUT00000094585.1],chr5:167034240-167034299,
A_01_P019032,JU338843,XM_015136786,JU338843,Mmu.3531,,,,,,,TSA: Macaca mulatta Mamu_527196 mRNA sequence. [JU338843],chr4:71220579-71220520,
A_01_P018211,JV690497,XM_015137529,JV690497,Mmu.20225,,,,,,,TSA: Macaca mulatta Mamu_325261 mRNA sequence. [JV690497],chr4:146427863-146427922,
A_01_P005651,ENSMMUT00000101957.1,XM_015148278,JV604641,Mmu.22163,704731,DDX20,DEAD-box helicase 20,ENSMMUT00000101957.1,,,DEAD-box helicase 20 [Source:VGNC Symbol;Acc:VGNC:99881] [ENSMMUT00000101957.1],chr1:114772644-114772703,
A_01_P011452,NM_001266054,NM_001266054,NM_001266054,Mmu.21102,711092,SKA2,spindle and kinetochore associated complex subunit 2,ENSMMUT00000064129.2,,,"Macaca mulatta spindle and kinetochore associated complex subunit 2 (SKA2), mRNA [NM_001266054]",chr16:43358017-43357958,
A_01_P013848,ENSMMUT00000088094.1,XM_028841158,JU492941,Mmu.25121,710814,ZNF23,zinc finger protein 23,ENSMMUT00000088094.1,,,zinc finger protein 23 [Source:VGNC Symbol;Acc:VGNC:78878] [ENSMMUT00000088094.1],chr20:71211759-71211818,
A_01_P013794,JV711181,XM_015139942,JV711181,Mmu.13258,,,,,,,TSA: Macaca mulatta Mamu_568496 mRNA sequence. [JV711181],chr6:38925554-38925495,
A_01_P004315,NM_001261792,NM_001261792,NM_001261792,Mmu.33933,694945,LHX2,LIM homeobox 2,ENSMMUT00000005196.4,,,"Macaca mulatta LIM homeobox 2 (LHX2), mRNA [NM_001261792]",chr15:11724012-11723953,
A_01_P011095,JV652459,XM_015152552,JV652459,Mmu.33350,,,,,,,TSA: Macaca mulatta Mamu_486526 mRNA sequence. [JV652459],chr11:105237975-105237916,
A_01_P001469,NM_001194204,NM_001194204,NM_001194204,Mmu.19080,704744,B3GALT1,"beta-1,3-galactosyltransferase 1",ENSMMUT00000030639.4,,,"Macaca mulatta beta-1,3-galactosyltransferase 1 (B3GALT1), mRNA [NM_001194204]",chr12:31493977-31494036,
A_01_P003018,XM_002803670,XM_028847715,XM_002803670,Mmu.23803,715494,MSH5,mutS homolog 5,,,,"PREDICTED: Macaca mulatta mutS homolog 5 (E. coli), transcript variant 2 (MSH5), mRNA [XM_002803670]",chr4:31408358-31408417,
A_01_P017788,NM_001194493,NM_001194493,NM_001194493,Mmu.18413,716429,CYB5D1,cytochrome b5 domain containing 1,,,,"Macaca mulatta cytochrome b5 domain containing 1 (CYB5D1), mRNA [NM_001194493]",chr16:7609479-7609528,
A_01_P007692,JV566945,XM_028833309,JV566945,Mmu.26600,717942,FLRT1,fibronectin leucine rich transmembrane protein 1,,,,TSA: Macaca mulatta Mamu_251110 mRNA sequence. [JV566945],chr14:10314616-10314557,
A_01_P000340,NM_001257529,NM_001257529,NM_001257529,Mmu.20620,712716,FAH,fumarylacetoacetate hydrolase,ENSMMUT00000080677.1,,,"Macaca mulatta fumarylacetoacetate hydrolase (FAH), mRNA [NM_001257529]",chr7:59309819-59309878,
A_01_P009811,ENSMMUT00000075466.2,XM_015136743,JU323091,Mmu.9760,717688,MTO1,mitochondrial tRNA translation optimization 1,ENSMMUT00000075466.2,,,mitochondrial tRNA translation optimization 1 [Source:VGNC Symbol;Acc:VGNC:74993] [ENSMMUT00000075466.2],chr4:69738259-69738318,
A_01_P013575,NM_001266402,NM_001266402,NM_001266402,Mmu.31140,718284,MDM2,MDM2 proto-oncogene,ENSMMUT00000019919.3,,,"Macaca mulatta MDM2 proto-oncogene (MDM2), mRNA [NM_001266402]",chr11:65828680-65828739,
A_01_P002434,JV664740,XM_015133803,JV664740,Mmu.30001,,,,,,,TSA: Macaca mulatta Mamu_485637 mRNA sequence. [JV664740],chr3:99561063-99561122,
A_01_P008603,NM_001267018,NM_001267018,NM_001267018,Mmu.21713,712958,IRF6,interferon regulatory factor 6,ENSMMUT00000031042.4,,,"Macaca mulatta interferon regulatory factor 6 (IRF6), mRNA [NM_001267018]",chr1:160606773-160606832,
A_01_P002043,ENSMMUT00000080838.1,XM_028849840,JV454073,Mmu.11616,713124,TNIP1,TNFAIP3 interacting protein 1,ENSMMUT00000080838.1,,,TNFAIP3 interacting protein 1 [Source:VGNC Symbol;Acc:VGNC:79057] [ENSMMUT00000080838.1],chr6:147444009-147443950,
A_01_P016667,ENSMMUT00000021102.4,,XM_001107737,Mmu.24418,710551,BATF3,basic leucine zipper ATF-like transcription factor 3,ENSMMUT00000021102.4,,,basic leucine zipper ATF-like transcription factor 3 [Source:VGNC Symbol;Acc:VGNC:70143] [ENSMMUT00000021102.4],chr1:157731464-157731523,
A_01_P019414,XM_001090352,XM_001090352,XM_001090352,,698623,PRTG,protogenin,,,,"PREDICTED: Macaca mulatta protogenin (PRTG), mRNA [XM_001090352]",chr7:33940017-33939958,
A_01_P017606,NM_001265668,NM_001265668,NM_001265668,Mmu.33990,699436,SYBU,syntabulin,ENSMMUT00000097798.1,,,"Macaca mulatta syntabulin (SYBU), mRNA [NM_001265668]",chr8:111981969-111981910,
A_01_P010202,,,,,,,,,,,,chr19:042348334-042348393,
A_01_P014417,ENSMMUT00000059978.2,XM_001082527,JV668859,Mmu.112,693315,EDIL3,EGF like repeats and discoidin domains 3,ENSMMUT00000059978.2,,,EGF like repeats and discoidin domains 3 [Source:VGNC Symbol;Acc:VGNC:72156] [ENSMMUT00000059978.2],chr6:80139970-80139911,
A_01_P000194,NM_001266780,NM_001266780,NM_001266780,Mmu.28515,694507,CTBP1,C-terminal binding protein 1,ENSMMUT00000091019.1,,,"Macaca mulatta C-terminal binding protein 1 (CTBP1), mRNA [NM_001266780]",chr1:2754866-2754925,
A_01_P009951,ENSMMUT00000094099.1,XM_028853163,JV466064,Mmu.4709,114669859,LOC114669859,protein lifeguard 1,ENSMMUT00000094099.1,,,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589] [ENSMMUT00000105432.1],,
A_01_P009064,XM_001093434,XM_001093434,XM_001093434,,698320,KRT85,keratin 85,,,,"PREDICTED: Macaca mulatta keratin, type II cuticular Hb5 (LOC698320), mRNA [XM_001093434]",chr11:49463140-49463081,
A_01_P001059,JV640647,XM_015109746,JV640647,Mmu.8333,,,,,,,TSA: Macaca mulatta Mamu_458981 mRNA sequence. [JV640647],chr11:134470399-134470458,
A_01_P002652,ENSMMUT00000019681.4,XM_028847871,JV670559,Mmu.2297,709579,ECI2,enoyl-CoA delta isomerase 2,ENSMMUT00000019681.4,,,enoyl-CoA delta isomerase 2 [Source:VGNC Symbol;Acc:VGNC:72048] [ENSMMUT00000019681.4],chr4:3987542-3987483,
A_01_P012489,ENSMMUT00000017067.4,XM_028834062,JU493474,Mmu.26432,703981,NLRX1,NLR family member X1,ENSMMUT00000017067.4,,,NLR family member X1 [Source:VGNC Symbol;Acc:VGNC:75283] [ENSMMUT00000017067.4],chr14:117594054-117594113,
A_01_P003533,,,,,,,,,,,,chr14:070040923-070040982,
A_01_P009699,ENSMMUT00000085758.1,,JV490737,Mmu.34257,707067,AVPI1,arginine vasopressin induced 1,ENSMMUT00000085758.1,,,arginine vasopressin induced 1 [Source:VGNC Symbol;Acc:VGNC:106017] [ENSMMUT00000085758.1],chr9:97263125-97263069,
A_01_P011593,ENSMMUT00000002829.4,XM_015124746,JV572983,Mmu.35208,719921,ZNF836,zinc finger protein 836,ENSMMUT00000002829.4,,,zinc finger protein 836 [Source:HGNC Symbol;Acc:HGNC:34333] [ENSMMUT00000002829.4],chr1:87857702-87857643,
A_01_P013675,XM_015120202,XM_015120202,XM_015120202,,693529,ABCA6,ATP binding cassette subfamily A member 6,,,,"PREDICTED: Macaca mulatta ATP binding cassette subfamily A member 6 (ABCA6), mRNA [XM_015120202]",chr16:64338581-64338522,
A_01_P019164,JU480769,XM_028837566,JU480769,Mmu.4909,713498,B3GLCT,beta 3-glucosyltransferase,,,,TSA: Macaca mulatta Mamu_364024 mRNA sequence. [JU480769],chr17:10741129-10741188,
A_01_P015475,XM_002806169,XM_002806169,XM_002806169,,698427,CBLL2,Cbl proto-oncogene like 2,,,,"PREDICTED: Macaca mulatta Cbl proto-oncogene like 2 (CBLL2), mRNA [XM_002806169]",chrX:20048941-20049000,
A_01_P020149,XM_015118278,XM_015118278,XM_015118278,,721417,LOC721417,olfactory receptor 1D2,,,,"PREDICTED: Macaca mulatta olfactory receptor 1D2 (LOC721417), mRNA [XM_015118278]",chr16:2982213-2982272,
A_01_P018921,ENSMMUT00000107248.1,,JV608932,Mmu.34039,703557,CPNE2,copine 2,ENSMMUT00000107248.1,,,copine 2 [Source:VGNC Symbol;Acc:VGNC:71464] [ENSMMUT00000107248.1],chr20:55508804-55508863,
A_01_P005119,ENSMMUT00000048215.3,XM_028847860,JV563418,Mmu.14830,722957,CDYL,chromodomain Y like,ENSMMUT00000048215.3,,,chromodomain Y like [Source:VGNC Symbol;Acc:VGNC:70998] [ENSMMUT00000048215.3],chr4:4816636-4816695,
A_01_P015871,ENSMMUT00000060453.2,XM_015152082,JV074823,Mmu.23582,716741,SELENBP1,selenium binding protein 1,ENSMMUT00000060453.2,,,selenium binding protein 1 [Source:VGNC Symbol;Acc:VGNC:100137] [ENSMMUT00000060453.2],chr1:129802022-129801963,
A_01_P015523,ENSMMUT00000107645.1,XM_028838327,JU342724,Mmu.24714,707213,HSPG2,heparan sulfate proteoglycan 2,ENSMMUT00000107645.1,,,heparan sulfate proteoglycan 2 [Source:VGNC Symbol;Acc:VGNC:73534] [ENSMMUT00000107645.1],chr1:24438258-24438199,
A_01_P002683,NM_001289866,NM_001289866,NM_001289866,Mmu.37811,100426598,ADRB1,adrenoceptor beta 1,ENSMMUT00000077273.2,,,"Macaca mulatta adrenoceptor beta 1 (ADRB1), mRNA [NM_001289866]",chr9:113706493-113706552,
A_01_P007272,JV457106,,JV457106,Mmu.19895,,,,,,,TSA: Macaca mulatta Mamu_87069 mRNA sequence. [JV457106],chr2:156312979-156312920,
A_01_P007635,NM_001193745,NM_001193745,NM_001193745,Mmu.18931,695417,IQCK,IQ motif containing K,ENSMMUT00000083423.1,,,"Macaca mulatta IQ motif containing K (IQCK), mRNA [NM_001193745]",chr20:18837368-18837427,
A_01_P007383,XM_002800151,XM_002800151,XM_002800151,Mmu.26248,713394,FRMD3,FERM domain containing 3,,,,"PREDICTED: Macaca mulatta FERM domain containing 3, transcript variant 2 (FRMD3), mRNA [XM_002800151]",chr15:91955712-91955653,
A_01_P001411,XM_015149333,XM_015149333,XM_015149333,,716522,DEFB132,defensin beta 132,,,,"PREDICTED: Macaca mulatta defensin beta 132 (DEFB132), transcript variant X1, mRNA [XM_015149333]",chr10:33483541-33483601,
A_01_P009948,ENSMMUT00000017993.4,XM_015118275,XM_015118275,,100429763,LOC100429763,olfactory receptor 1A2,ENSMMUT00000017993.4,,,"PREDICTED: Macaca mulatta olfactory receptor 1A2 (LOC100429763), mRNA [XM_015118275]",chr16:2914981-2914922,
A_01_P018322,ENSMMUT00000016579.4,XM_002803431,JV674868,Mmu.22156,100427923,THAP5,THAP domain containing 5,ENSMMUT00000016579.4,,,THAP domain containing 5 [Source:VGNC Symbol;Acc:VGNC:81771] [ENSMMUT00000016579.4],chr3:145976663-145976603,
A_01_P008570,ENSMMUT00000058085.2,XM_028832348,JV475054,Mmu.591,694645,KCMF1,potassium channel modulatory factor 1,ENSMMUT00000058085.2,,,potassium channel modulatory factor 1 [Source:VGNC Symbol;Acc:VGNC:73868] [ENSMMUT00000058085.2],chr13:85612180-85612239,
A_01_P006663,ENSMMUT00000045034.3,XM_015120461,JU333770,Mmu.23626,708473,TMEM9,transmembrane protein 9,ENSMMUT00000045034.3,,,transmembrane protein 9 [Source:VGNC Symbol;Acc:VGNC:79162] [ENSMMUT00000045034.3],chr1:169357148-169357207,
A_01_P010154,XM_002801784,XM_002801784,XM_002801784,,100423647,LOC100423647,late cornified envelope protein 3B,,,,"PREDICTED: Macaca mulatta late cornified envelope protein 3B (LOC100423647), mRNA [XM_002801784]",chr1:131142146-131142205,
A_01_P017864,JV623440,XM_001101165,JV623440,Mmu.22729,,,,,,,TSA: Macaca mulatta Mamu_198171 mRNA sequence. [JV623440],chr9:25789489-25789548,
A_01_P020195,ENSMMUT00000015978.3,XM_028836200,XM_028836200,,714491,SPACA3,sperm acrosome associated 3,ENSMMUT00000015978.3,,,sperm acrosome associated 3 [Source:VGNC Symbol;Acc:VGNC:77930] [ENSMMUT00000015978.3],chr16:28315241-28315300,
A_01_P012480,ENSMMUT00000046004.3,XM_015130193,JV696235,Mmu.2088,700689,TMEM43,transmembrane protein 43,ENSMMUT00000046004.3,,,transmembrane protein 43 [Source:VGNC Symbol;Acc:VGNC:82711] [ENSMMUT00000046004.3],chr11:83830398-83830457,
A_01_P006170,ENSMMUT00000057235.2,,,,704735,PLA2G2D,phospholipase A2 group IID,ENSMMUT00000057235.2,,,phospholipase A2 group IID [Source:VGNC Symbol;Acc:VGNC:100038] [ENSMMUT00000057235.2],chr1:22770429-22770370,
A_01_P003609,ENSMMUT00000075142.2,XM_028832365,JV630573,Mmu.26753,708605,WDR54,WD repeat domain 54,ENSMMUT00000075142.2,,,WD repeat domain 54 [Source:VGNC Symbol;Acc:VGNC:79541] [ENSMMUT00000075142.2],chr13:74654866-74654925,
A_01_P000647,XM_015134547,XM_015134547,XM_015134547,,106997590,POLR2J,RNA polymerase II subunit J,,,,"PREDICTED: Macaca mulatta RNA polymerase II subunit J (POLR2J), transcript variant X1, mRNA [XM_015134547]",chr3:49746710-49746651,
A_01_P015532,NM_001260649,NM_001260649,NM_001260649,Mmu.34341,699974,SPATA2L,spermatogenesis associated 2 like,ENSMMUT00000003564.4,,,"Macaca mulatta spermatogenesis associated 2 like (SPATA2L), mRNA [NM_001260649]",chr20:87820937-87820878,
A_01_P017014,,,,,,,,,,,,chr1:049472414-049472355,
A_01_P018859,JV589763,XM_028847040,JV589763,Mmu.21828,,,,,,,TSA: Macaca mulatta Mamu_257703 mRNA sequence. [JV589763],chr4:152632863-152632922,
A_01_P014970,JU481806,XM_001094919,JU481806,Mmu.27737,,,,,,,TSA: Macaca mulatta Mamu_383060 mRNA sequence. [JU481806],chr8:87744264-87744323,
A_01_P012780,ENSMMUT00000062758.2,XM_015110132,JV508225,Mmu.20262,697077,NR4A2,nuclear receptor subfamily 4 group A member 2,ENSMMUT00000062758.2,,,nuclear receptor subfamily 4 group A member 2 [Source:VGNC Symbol;Acc:VGNC:75518] [ENSMMUT00000062758.2],chr12:19933073-19933014,
A_01_P019303,ENSMMUT00000040197.3,,CN641708,Mmu.1014,701480,IDH2,isocitrate dehydrogenase (NADP(+)) 2,ENSMMUT00000040197.3,,,isocitrate dehydrogenase (NADP(+)) 2 [Source:VGNC Symbol;Acc:VGNC:84351] [ENSMMUT00000040197.3],chr7:69722701-69722642,
A_01_P002319,JV501300,XM_015129143,JV501300,Mmu.22776,,,,,,,TSA: Macaca mulatta Mamu_11185 mRNA sequence. [JV501300],chr2:10344489-10344548,
A_01_P001558,,,,,,,,,,,,chr6:142580987-142580928,
A_01_P013229,XM_001106707,XM_001106707,XM_001106707,Mmu.27779,710953,ADAM28,ADAM metallopeptidase domain 28,,,,"PREDICTED: Macaca mulatta ADAM metallopeptidase domain 28 (ADAM28), mRNA [XM_001106707]",chr8:24471476-24471535,
A_01_P009409,NM_001032862,NM_001032862,NM_001032862,Mmu.3477,574196,DEFA1B,defensin alpha 1B,,,,"Macaca mulatta defensin alpha 1B (DEFA1B), mRNA [NM_001032862]",chr8:7076908-7076850,
A_01_P009417,ENSMMUT00000099677.1,XM_028831384,AY680436,Mmu.247,709188,ABCD3,ATP binding cassette subfamily D member 3,ENSMMUT00000099677.1,,,ATP binding cassette subfamily D member 3 [Source:VGNC Symbol;Acc:VGNC:69579] [ENSMMUT00000099677.1],chr1:97518778-97518837,
A_01_P009611,NM_001172161,NM_001172161,NM_001172161,Mmu.9768,693302,ARL4A,ADP ribosylation factor like GTPase 4A,ENSMMUT00000109312.1,,,"Macaca mulatta ADP ribosylation factor like GTPase 4A (ARL4A), mRNA [NM_001172161]",chr3:113487412-113487353,
A_01_P001742,JV459349,XM_015144966,JV459349,Mmu.18225,,,,,,,TSA: Macaca mulatta Mamu_105979 mRNA sequence. [JV459349],chr8:22640899-22640840,
A_01_P002740,,,,,,,,,,,,chr16:033190171-033190112,
A_01_P013232,ENSMMUT00000069391.2,XM_001099915,JV071385,Mmu.27001,703753,OGFOD2,2-oxoglutarate and iron dependent oxygenase domain containing 2,ENSMMUT00000069391.2,,,2-oxoglutarate and iron dependent oxygenase domain containing 2 [Source:VGNC Symbol;Acc:VGNC:75462] [ENSMMUT00000069391.2],chr11:124247778-124247837,
A_01_P005004,NM_001261523,NM_001261523,NM_001261523,Mmu.29960,705930,TIMM10,translocase of inner mitochondrial membrane 10,ENSMMUT00000081303.1,,,"Macaca mulatta translocase of inner mitochondrial membrane 10 (TIMM10), mRNA; nuclear gene for mitochondrial product [NM_001261523]",chr14:15887360-15887419,
A_01_P001179,JV676289,XM_015148331,JV676289,Mmu.27506,,,,,,,TSA: Macaca mulatta Mamu_306875 mRNA sequence. [JV676289],chr9:121099219-121099160,
A_01_P011431,NM_001193698,NM_001193698,NM_001193698,Mmu.19062,694498,OTUD6A,OTU deubiquitinase 6A,ENSMMUT00000105557.1,,,"Macaca mulatta OTU deubiquitinase 6A (OTUD6A), mRNA [NM_001193698]",chrX:69030078-69030137,
A_01_P019295,ENSMMUT00000021564.4,XM_015136221,XM_015136221,,,,,ENSMMUT00000021564.4,,,colipase like 1 [Source:VGNC Symbol;Acc:VGNC:71272] [ENSMMUT00000021564.4],chr4:35540532-35540591,
A_01_P006358,JV591404,XM_015126386,JV591404,Mmu.29152,,,,,,,TSA: Macaca mulatta Mamu_256387 mRNA sequence. [JV591404],,
A_01_P007444,ENSMMUT00000001112.4,XM_028840732,JV073160,Mmu.21777,703437,NLRC5,NLR family CARD domain containing 5,ENSMMUT00000001112.4,,,NLR family CARD domain containing 5 [Source:VGNC Symbol;Acc:VGNC:75285] [ENSMMUT00000001112.4],chr20:55442209-55442268,
A_01_P007795,ENSMMUT00000058726.2,XM_015131815,XM_015131815,,719783,FAM110D,family with sequence similarity 110 member D,ENSMMUT00000058726.2,,,family with sequence similarity 110 member D [Source:VGNC Symbol;Acc:VGNC:99937] [ENSMMUT00000058726.2],chr1:28782216-28782275,
A_01_P001673,NM_001260823,NM_001260823,NM_001260823,Mmu.31103,713044,OMG,oligodendrocyte myelin glycoprotein,ENSMMUT00000009541.4,,,"Macaca mulatta oligodendrocyte myelin glycoprotein (OMG), mRNA [NM_001260823]",chr16:26468553-26468494,
A_01_P014776,JV623520,XM_015137952,JV623520,Mmu.33151,,,,,,,TSA: Macaca mulatta Mamu_206796 mRNA sequence. [JV623520],chr5:1769535-1769476,
A_01_P013134,,,,,,,,,,,,chr2:082471460-082471519,
A_01_P018568,ENSMMUT00000107163.1,XM_015128279,JV075828,Mmu.1349,710338,MMGT1,membrane magnesium transporter 1,ENSMMUT00000107163.1,,,membrane magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28100] [ENSMMUT00000107163.1],chrX:134016194-134016135,
A_01_P011915,NM_001193802,NM_001193802,NM_001193802,Mmu.18830,696776,TTI2,TELO2 interacting protein 2,ENSMMUT00000039070.3,,,"Macaca mulatta TELO2 interacting protein 2 (TTI2), mRNA [NM_001193802]",chr8:33808502-33808443,
A_01_P001485,XM_028845260,XM_028845260,XM_028845260,,106996125,LOC106996125,keratin-associated protein 10-1-like,,,,"PREDICTED: Macaca mulatta keratin-associated protein 10-1-like (LOC106996125), mRNA [XM_028845260]",chr3:2119508-2119566,
